0,https://sernet-a0ec7f.ingress-baronn.easywp.com/wp-admin/includes/secu...
1,https://mozyedpropertyconsultantsltd.com/espace-client/orange/?return_...
2,https://linkprotect.cudasvc.com/url?a=https://u25082823.ct.sendgrid.ne...
3,SPAMs://toyboy.cc/
4,https://www.freethink.com/space/hibernation-space-travel...
5,http://docs-bancopichincha.toc.com.ec/bank/
6,SPAM://housezerom.weebly.com/
7,http://cidijee.ru/
8,http://bancooccidente.co/wps/portal/banco-de-occidente/bancodeoccident...
9,https://spectrum.ieee.org/tech-leaders-on-2022?es_id=a4f75b8780...
10,http://applesmp.com/
11,SPAM://twisteddailyplus.com/urlshort_test/uid_long=48188&tracking_...
12,http://cnc-ar.ro/files/file
13,https://objectstorage.us-phoenix-1.oraclecloud.com/n/ax4msfwjvbpp/b/bu...
14,https://sgp1.digitaloceanspaces.com/21-2022psynergy/3nsdfstt.html...
15,http://bdbarguna24.com/wp-includes/js/jquery/
16,http://cheerseeftapps.com/feed/posts/everything-you-need-to-know-about...
17,SPAM://weskipmondays.com/urlshort_test/uid_long=48186&tracking_id=...
18,https://liquidcheats.com/
19,http://mka-eg.com/wp-includes/js/css/irs/index.htm...
20,https://brianclub.cc/index/index/index.html
21,https://smartbot.ws/forums/index.php?/login/&ref=aHR0cHM6Ly9zbWFydGJvd...
22,http://pn-tilamuta.go.id/2016/05/18/peran-aktif-pasif-hakim-perdata-da...
23,https://trailer.web-view.net/links/0x85606c6193f7bb48d9cbaa31e8ebaa109...
24,https://fnxx.info/ee2d32244l7f68496cta3224b66abb9d2002.html...
25,http://vallonblanc.fr/wp-includes/js
26,https://innovative-projects.de/b/BBT/signin.php?platform=hootsuite...
27,http://lighthousemaker.net/wp-content/themes/crio/inc/boldgrid-theme-f...
28,http://lifelongcollege.co.zw/fonts/icomoon
29,SPAM://www.twisteddailyplus.com/urlshort_test/uid_long=48188&track...
30,http://mail.aussiehaircare.com.au/wp-includes/Requests/Utility/...
31,http://amalgamatedplantations.co.in/js/mage/
32,SPAMs://712.100msh.cc/
33,https://linktr.ee/voldigoad001s?asfas363twsf
34,http://138.197.105.87/
35,https://sayonara7.xyz/
36,http://yandztechnology.co.tz/css/bootstrap
37,http://savetree.org.in/public/
38,https://www.professionaldecklaying.com/
39,http://lentaxengineering.co.zw/wp-includes/js/tinymce/plugins/compat3x...
40,http://125.253.126.158/updatethienviets2/
41,http://vk.me/join/AJQ1d6gm5B6xF63nn5sNsExP
42,http://tondhoosh.persiangig.com/software/
43,http://random-robbie.github.io/bugbounty-scans/yahoo.com/html/address_...
44,https://www.edelmanfinancialengines.com/everyday-wealth/market-volatil...
45,http://manhalhealing.com/userfiles/file/
46,http://jdshaa.com/
47,http://ozarkindustrial.com/js/prototype/
48,http://125.253.126.158/updatehaohans2/
49,http://haysalon.com/public_html/userfiles/file/...
50,http://moorghana.com/wp-includes/js/tinymce/skins/lightgray/img...
51,http://ashaysocialgroup.org/wp-includes/js/
52,http://inexpensivecarinsurance.us/wp-includes/js/...
53,http://flightshippo.com/wp-includes/js/jquery/ui...
54,https://areyouinpartnership.com/
55,http://hms.digitaldemo.co.in/assets/img
56,http://bocapcrepair.com/
57,http://rapiertechnology.co.id/wp-includes/js/jquery/...
58,https://event2xmusk.com/
59,http://nyig.com/files/file/
60,https://www.investigatu.com/content/12-spedizioni...
61,http://jyapa.com/jhuoyue/uploadfiles/
62,https://nubianandbibi.com/
63,https://matedog.dog/
64,http://rwtemplates.com/
65,http://bitrack.bin1link.cc/click.php?clickid=quv01fi&drop=m61eacf9...
66,http://metamask-secure.com/metamask.io/images/...
67,http://gericomgroup.org/js/
68,http://lienlacanien.com/img_pages/file/
69,http://globalfintechseries.com/nino/config
70,https://ia601004.us.archive.org/27/items/BestOfWindowsEntertainmentPac...
71,http://quicksecure-case.x24hr.com/
72,http://118.174.134.187/download/?C=D;O=D/python.rar/AdobeCS6/...
73,http://geniusocean.com/demo/geniuscart/app/assets/js/...
74,http://3.swordofseo.com/off
75,http://files.visi-trak.com/jwood/
76,http://pool-noisy-smile.glitch.me/tis.html
77,http://stockmanparis.com/wp-includes/js/plupload...
78,http://smsroute.cc/img/masthead/
79,http://e2.udemymail.com/ls/click?upn=Ed99AMhGCoutDp3fqlQXnRxeoy5X67iVE...
80,http://suprekopi.com/supreme-b1427.html
81,SPAM://twisteddailyplus.com/urlshort_test/uid_long=48188&tracking_...
82,http://dotslow.com/catalog/view/javascript/font-awesome...
83,http://189.153.172.61/
84,SPAMs://www.redirected-successfully.com/4GTN7Q/85G3RR3/?uid=261&su...
85,http://www.tiannoo.com/index.php
86,SPAM://www8899y.com/
87,http://projects.propublica.org/coronavirus/bailouts/loans/michael-m-mc...
88,https://aewbsza.000webhostapp.com/
89,https://netorg6693269-my.sharepoint.com/personal/david_mooremoreplumbi...
90,https://www.charlies-design.com/chase-bank-wire-transfer-fees-and-inst...
91,http://mator.co.zw/wp-includes/js
92,https://smarts.fund/en/login
93,http://05bs.cc/
94,http://maid2order-ky.com/index.html
95,https://rb.gy/v7mxgq
96,https://lnkd.in/eE3QY_VU
97,http://nsaneforums.com/topic/423424-vpn-by-ultra-vpn-secure-proxy-unli...
98,https://jaist.dl.sourceforge.net/project/pykeylogger/pykeylogger/1.2.1...
99,https://www.thriftbooks.com/?utm_source=promotional&utm_medium=email&u...
